PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	VANOVA, M; SPITZER, T; KLEM, K				VANOVA, M; SPITZER, T; KLEM, K			CONTROL OF DICOTYLEDONOUS WEED OCCURRENCE IN SPRING BARLEY	ROSTLINNA VYROBA												Our trials showed that spring barley could suppress dicotyledons effectively even in the field with a higher weed seed bank in the soil; in a lot of cases, an application of herbicides was not effective because no significant influence on the yield was found. Spring barley can suppress weeds and keep the field free of weeds till the harvest under certain conditions. The crop density plays an important role. It can be reached by an increased seeding rate or higher tillering. Conditions for powerful tillering based on cold weather and rainfall can be hardly foreseen. In the past, tillering was also supported by nitrogen top dressing applied at the 3rd-leaf growth stage of barley. Now, this application is strongly limited or completely eliminated. With regard to the fact that possibilities for the optimum density at low seeding rates are not sure it is necessary to reach the density required using a well considered seedling rate in relation to a variety. At adequate crop densities (750 to 850 ears.m-2), weeds are supposed to wither away in the shade and other ones will not emerge. The trials also show that it is not always easy to select out a suitable herbicide or a combination of them to control weeds in spring barley. Even in trials where a number of weeds at the beginning of the growing season was quite high and exceeded threshold values, only a low or no yield increase was observed after herbicide application. That can be caused either by the phytotoxicity of herbicides or the fact that the weed spectrum did not reduce the yield in those stands. Spring barley sensitivity to herbicides differs from that of winter wheat and some products can be detrimental. Mostly, herbicide rates applied to spring barley can be much lower than those applied to winter wheat. To recommend the weed control it is necessary to take into account that thresholds for weeds in spring barley are higher as compared to those in winter wheat. Weeds in winter wheat grow faster (during autumn and winter) than the crop while in spring, dicotyledons in spring barley grow slowlier than the crop in the field well prepared, and a strong competition of spring barley does not allow emerged weeds to develop. For good competitive ability the soil has to be well prepared in both the autumn and spring seasons. Not only the soil surface of the field should be treated because the compacted soil delays the initial crop growth and development. A sufficient amount of air in the soil is very important for a weak root system of spring barley and together with early sowing will secure rapid germination and growth. Agronomic and cropping practices for spring barley play a considerable role in consequent decision of using herbicides and their rates applied against dicotyledons in spring barley.				Klem, Karel/G-9726-2014	Klem, Karel/0000-0002-6105-0429												0370-663X						1995	41	2					83	89									WOS:A1995QG19900007						
J	JANSEN, PI				JANSEN, PI			SEED PRODUCTION QUALITY IN TRIFOLIUM-BALANSAE AND TRIFOLIUM-RESUPINATUM - THE ROLE OF SEED COLOR	SEED SCIENCE AND TECHNOLOGY												Seed production is a crucial factor determining the survival of the small seeded annual pasture legumes Trifolium balansae and T. resupinatum, which are new to Australian farming systems. Work with other species suggests that seed colour may be an indicator for seed quality and hardseededness, which play a role in successful establishment of plants al the start of the growing season. Seed of Trifolium balansae cv. Paradana and T. resupinatum lines SA 12240, SA 14433 and cv. Kyambro, harvested directly from plants or retrieved from the seed bank, was investigated. Seed characteristics in all T. resupinatum lines were influenced by colour; brown seed was mainly soft, but little was produce by plants in the field. The percentage of brown seed in the seed bank was positively related to the percentage of soft seed and varied throughout the year. The difference between green and yellow T. resupinatum seed was less pronounced. Yellow seed had a lower thousand seed weight and germinated more slowly. The formation of green or yellow seed by plants was found to be controlled by both environmental and genetic factors.																	0251-0952						1995	23	2					353	364									WOS:A1995RX61400009						
J	Aparicio, A				Aparicio, A			Seed germination of Erica andevalensis Cabezudo and Rivera (Ericaceae), an endangered edaphic endemic in southwestern Spain	SEED SCIENCE AND TECHNOLOGY												Erica andevalensis is a recently described species, strictly edaphic endemic of ancient pyrite mining exploitations, which has been included in a list of endangered species subject to recovery plans in SW Spain. The germination of the seeds in the laboratory and their response to cool (chilling) pre-treatment has been studied in three consecutive germination trials. According to the evidence obtained,germination rates are dependent on whether or not the seeds received chilling treatment. Seeds without chilling pre-treatment germinated at low germination rates (6-21%) while germination rates of chilled seeds were higher (up to 86%). This probably means that seeds of E. andevalensis are mostly shed in a physiological dormant state which is only broken after one or two wet and cool periods. E. andevalensis is surely forming in its own habitat a type IV permanent seed bank (i.e. large and with little season variation), characteristic of species of unpredictably changing environments like its habitat is. 'Ecological longevity' of the seeds does nor seem to survive a three-four years period. Nevertheless, the 'potential longevity' of the seeds needs further investigation for genebank purposes, Significant differences in germination capability were observed between a sample of seeds which was air dried and stored at 4 degrees C for nine months and another sample of newly collected seeds. From a biological point of view, inbreeding depression in the self-compatible and mostly selling E. andevalensis if there is any, does not seem to be related to germination capability of the seeds.				abelardo, aparicio/E-3027-2010	abelardo, aparicio/0000-0001-7122-4421												0251-0952						1995	23	3					705	713									WOS:A1995TX85600014						
J	Defosse, GE; Bertiller, MB; Robberecht, R				Defosse, GE; Bertiller, MB; Robberecht, R			Germination characteristics of Festuca pallescens, a Patagonian bunchgrass with reclamation potential	SEED SCIENCE AND TECHNOLOGY												The influence of light, temperature, and soil water content on the germination of Festuca pallescens, an important forage species native to the steppe zone of Patagonia, Argentina, was examined in the laboratory. Seeds of F. pallescens, collected along an elevational gradient from 650 to 950 in a.s.l. on the Media Luna Ranch (43 degrees 63' S, 71 degrees 25' W) were tested for viability and germination. In petri dishes containing top soil of the collection area, 10 seeds were sown at a depth of 5 mm (dark treatment) and 10 on the soil surface (light treatment). The experiment was replicated five times at soil water contents 4, 8 and 16% and temperatures of 5, 10, 15 and 20 degrees C. Seeds were considered germinated when either the coleoptile reached 5 min for the light treatment or when it protruded the soil surface for the dark treatment. Festuca pallescens seeds showed ed a viability of 99.5%. Exposure to continuous light delayed the beginning of germination, but had no influence on total germination percentages. A soil water content of 16% and medium to high temperatures (10, 15 and 20 degrees C) rapidly promoted germination, which reached 97% after 20 days of incubation. Germination was reduced by 40% at a soil water content of 8%. In all cases, a 5 degrees C soil temperature delayed the beginning of germination and slightly reduced its final germination percentages. Sporadic germination occurred at 4% soil water content at 10 degrees C, and none at any other temperature, Under field conditions, sowing should be practiced during the fall, when soil moisture and temperatures are optimum for germination.																	0251-0952						1995	23	3					715	723									WOS:A1995TX85600015						
J	Hakansson, S				Hakansson, S			Weeds in agricultural crops .1. Life-forms and occurrence under Swedish conditions	SWEDISH JOURNAL OF AGRICULTURAL RESEARCH												Weed communities on arable land are briefly discussed as early stages in (secondary) vegetation successions on disturbed ground, and weed control is looked upon as measures obstructing the successional course. The weeds are grouped into annuals, biennials and perennials and, further, into a number of subgroups, modifying some of the definitions given in the literature. Groups and subgroups, life-forms, are defined regarding reproduction, longivity and seasonal rhythm of development and growth, emphasizing the resulting tolerance or response to mechanical disturbance by, mainly, soil cultivation in different seasons. Differences in the occurrence of weeds of different life-forms in spring- and autumn-sown annual crops and in perennial crops on arable land, i.e. mainly leys, are illustrated and explained as consequences of the plant character. The life-form of a species sometimes varies for genetic or environmental reasons.																	0049-2701						1995	25	4					143	154									WOS:A1995UM14100001						
J	Hakansson, S				Hakansson, S			Weeds in agricultural crops .2. Life-forms and occurrence in a European perspective	SWEDISH JOURNAL OF AGRICULTURAL RESEARCH												A grouping of weeds regarding their life-forms with special emphasis on their different occurrence in agricultural crops under Swedish conditions is tested for Europe as a whole. Data from a European weed survey made available by a group working in biological control are used. The occurrence of weeds of different life-forms shows, in principle, the same pattern for Europe as a whole as for Sweden and can be described satisfactorily by the grouping used in Sweden. As in this country, no typically biennial species are found among the more important weeds. Stationary and stoloniferous perennials, sensitive to soil cultivation, are of minor importance, particularly in annual crops sown or planted after soil cultivation. Annuals predominantly occur in these crops. In orchards and vineyards with their, at least partly, mechanically or chemically disturbed area they are more apparent than in Swedish perennial leys. Among the perennials, only those with strong creeping rhizomes or creeping roots are important weeds in annual crops, and some of them are even more important in orchards and vineyards than they are in Swedish leys.																	0049-2701						1995	25	4					155	161									WOS:A1995UM14100002						
J	Hakansson, S				Hakansson, S			Weeds in agricultural crops .3. Life-forms, C-3 and C-4 photosynthesis and plant families in a global perspective	SWEDISH JOURNAL OF AGRICULTURAL RESEARCH												Weeds are grouped regarding life-forms and occurrence, C-3 or C-4 photosynthesis and plant families. Relationships between life-forms and their occurrence in fields with annual and perennial crops, i.e. on ground differently disturbed by mechanical means, are analysed and compared with analyses for Sweden and Europe. The analyses are mainly based on 76 species among ''the world's worst weeds'' described by Helm et al. (1977). In addition, 46 species in the European and 74 in the Swedish weed flora are considered. Annual weeds mainly occur in annual crops, i.e. on ground frequently disturbed mechanically, but to some extent also in less disturbed areas. Stationary and stoloniferous perennials are more abundant on less disturbed ground, but those with a high seed production and a rapid seedling growth are often important weeds also in annual crops. Perennials with rhizomes of creeping roots are important weeds in both annual and perennial crops. The behaviour of a species as an annual or a short-lived perennial often varies. There are proportionally more C-4 plants among the perennial weeds, foremost among the rhizomatous perennials, than among the annuals. Most of them are Poaceae and Cyperaceae plants. Poaceae and Asteraceae are the families most represented in the weed flora throughout the world. Poaceae seems to have a particularly high representation in warm climates.																	0049-2701						1995	25	4					163	171									WOS:A1995UM14100003						
J	ESLER, KJ; COWLING, RM				ESLER, KJ; COWLING, RM			THE COMPARISON OF SELECTED LIFE-HISTORY CHARACTERISTICS OF MESEMBRYANTHEMA SPECIES OCCURRING ON AND OFF MIMA-LIKE MOUNDS (HEUWELTJIES) IN SEMIARID SOUTHERN AFRICA	VEGETATIO												Selected life-history characteristics of Mesembryanthema species occurring on and off mima-like mounds (heuweltjies) were compared at Tierberg in the southern Succulent Karoo, South Africa. Seed production, the number of seeds retained in seed capsules and germination behaviour were measured in fourteen species of Mesembryanthema which were representatives of two sub-families: the Ruschioideae and the Mesembryanthemoideae. Species occurring on heuweltjies had low overall germination and high seed retention compared with those species occurring off heuweltjies. A strong negative correlation was found between the degree of seed retention and maximum germination. It was proposed that rapid germination and low seed dormancy in species occurring on the flats would be a viable strategy where competition for safe recruitment sites is strong. Species occurring on the flats are long-lived woody shrubs, thus the resulting high levels of seedling mortality probably do not have a major impact on population dynamics. Heuweltjies are sites of intense disturbance. Plant species that occur on heuweltjies can also occur off heuweltjies in disturbed vegetation. Opportunistic life-history characteristics allow these species to colonise disturbed areas. Heuweltjie species thus act as pioneers in a successional process which results ultimately in the re-colonisation of the long-lived flats species. Phylogenetic factors may also determine the species distributions. Members of the Mesembryanthemoideae did not occur off heuweltjies in undisturbed areas. Most Ruschioideae were found on the flats but the few species that occurred on heuweltjies shared similar characteristics with the Mesembryanthemoideae. The primitive life-history characteristics exhibited by the Mesembryanthemoideae enable them to exploit disturbed conditions.				Esler, Karen J/A-1640-2008	Esler, Karen J/0000-0001-6510-727X												0042-3106					JAN	1995	116	1					41	50									WOS:A1995QP26200005						
J	REGNIER, EE				REGNIER, EE			TEACHING SEED BANK ECOLOGY IN AN UNDERGRADUATE LABORATORY EXERCISE	WEED TECHNOLOGY												The study of weed life cycles, reproductive strategies, and the soil seed bank is emphasized in the undergraduate weed science course at Ohio State University as central to an understanding of the survival of weeds in the environment. A laboratory exercise was conducted every spring and fall academic quarter from 1991 to 1993 to demonstrate the effects of long-term cropping and soil disturbance histories on weed seed banks and aboveground weed communities. Five sites with diverse histories of culture were sampled; these included a field cultivated in vegetables under continuous conventional tillage for 59 yr, a field cultivated in field corn under continuous no-tillage for 11 yr, a 24 yr-old turfgrass research farm, a 70 yr-old forest, and a section of the forest border. Students conducted a survey of the weeds growing at the sites and separated and identified seeds from soil samples over a 3-wk period in weekly 2-h laboratory periods. Students wrote reports interpreting the data based on their knowledge of the site histories, weed life cycles, and weed seed production and longevity characteristics. The data were consistent over academic quarters as well as with published research, indicating that the survey and soil sampling techniques provided a reasonably accurate representation of the weed flora and soil seed populations. Weeds found growing at the sites were primarily summer annuals at the vegetable site, and a mix of summer and winter annuals, biennials, and perennials at the remaining sites. Annual weeds dominated the seed banks of all sites with common lambsquarters, pigweed spp., and common purslane being the most commonly found seeds. The presence of most seeds in the soil could be explained by a combination of species seed production and seed longevity characteristics and species abundance in the standing community. Interpretation of the data required students to integrate and apply lecture material and provided an excellent thinking exercise.																	0890-037X					JAN-MAR	1995	9	1					5	16									WOS:A1995QQ42600001						
J	TYBIRK, K; SCHMIDT, LH; HAUSER, T				TYBIRK, K; SCHMIDT, LH; HAUSER, T			NOTES ON SOIL SEED BANKS OF AFRICAN ACACIAS	AFRICAN JOURNAL OF ECOLOGY																Hauser, Thure Pavlo/A-8754-2011	Hauser, Thure Pavlo/0000-0001-9833-9579												0141-6707					DEC	1994	32	4					327	330		10.1111/j.1365-2028.1994.tb00583.x							WOS:A1994PV05000007						
